id,name,producer,nation,local1,varieties1,type,use,abv,degree,sweet,acidity,body,tannin,price,year,ml
150660,"Cantina Colli Euganei, Palazzo Del Principe",    Cantina Colli Euganei, Italy, Veneto,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,48.65,2016.0,750.0
150682,Nudo Syrah,   Spanish Wine Group, Spain, Jumilla,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY2,TANNIN3,16.72,2009.0,750.0
150683,Desert Wind Barbera,   Desert Wind Winery, U.S.A, Washington State,Barbera,Red,Table,14.5,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,83.61,2008.0,750.0
150684,Coastal Ridge Moscato,   Bronco wine Company, U.S.A, California,Moscato,White,Dessert,12.5,9~11,SWEET4,ACIDITY2,BODY1,TANNIN1,26.6,2010.0,750.0
150685,Coastal Ridge Pinot Noir,  Coastal Ridge, U.S.A, California,Pinot Noir,Red,Table,12.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN2,30.41,2010.0,750.0
150686,"Andrew Will, Cabernet Franc",  Andrew Will Winery, U.S.A, Oregon,Cabernet Franc,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,91.22,2010.0,750.0
150692,Pink Elephant Rose,DFJ  DFJ Vinhos, Portugal,Cabernet Sauvignon,Castelao,Rose,"Appetizer, Table",12,12~14,SWEET2,ACIDITY2,BODY1,TANNIN1,21.28,2010.0,750.0
150694,799-805 Merlot Napa Valley,  Dokdo Winery, U.S.A, California,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,152.03,2008.0,750.0
150695,799-805 Cabernet Sauvignon Napa Valley,  Dokdo Winery, U.S.A, California,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,228.04,2008.0,750.0
150696,799-805 Pinot Noir Rusian River Valley,  Dokdo Winery, U.S.A, California,Pinot Noir,Red,Table,12.8,15~17,SWEET1,ACIDITY3,BODY3,TANNIN2,228.04,2010.0,750.0
150697,Luis Felipe Edwards LFE 900 Malbec,   Luis Felipe Edwards, Chile,  Rapel Valley,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,136.82,2012.0,750.0
150698,Luis Felipe Edwards Dona Bernarda Blend,   Luis Felipe Edwards, Chile,  Rapel Valley,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,136.82,2013.0,750.0
150702,"Andrew Will, Two Blondes ",  Andrew Will Winery, U.S.A, Washington State,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,228.04,2014.0,750.0
150703,Finest Vin de Pays D'OC Malbec,  Tesco Finest, France,  Southern France,Malbec,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15.96,2012.0,750.0
150704,Finest Touriga Nacional,  Tesco Finest, Portugal, Douro,Touriga Nacional,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15.96,2010.0,750.0
150705,Finest White Burgundy,  Tesco Finest, France, Bourgogne,Chardonnay,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,22.04,2011.0,750.0
150706,Finest Douro,  Tesco Finest, Portugal, Douro,Blend,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY2,TANNIN3,15.96,2011.0,750.0
150707,Finest Marlborough Sauvignon Blanc,  Tesco Finest, New Zealand,  South Island,Sauvignon blanc,White,Table,13,10~12,SWEET1,ACIDITY5,BODY2,TANNIN1,25.84,2012.0,750.0
150711,Marques de Casa Concha Merlot,  Concha y Toro, Chile,  Maule Valley,Merlot,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,53.21,2014.0,750.0
150715,"Maison Bader Mimeur, Bourgogne Chardonnay",   Domaine Bader Mimeur, France, Bourgogne,Chardonnay,White,Table,13,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,50.17,2009.0,750.0
150716,Blanc de Bleu,   &  Club Weibel Vineyards & Winery, U.S.A, California,Chardonnay,Sparkling,Appetizer,11,8~10,SWEET2,ACIDITY4,BODY2,TANNIN1,60.81,2009.0,750.0
150717,Dogma Reserve Cabernet Sauvignon,  Vina Aromo, Chile,  Maule Valley,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38.01,2016.0,750.0
150722,"Anakena, Ona Syrah", Anakena, Chile,  Rapel Valley,Syrah & Shiraz,Red,Table,14.1,16~17,SWEET1,ACIDITY4,BODY4,TANNIN4,68.41,2012.0,750.0
150723,"Anakena, Enco Reserve  Merlot", Anakena, Chile,  Central Valley,Merlot,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38.01,2012.0,750.0
150724,"Anakena, Enco Reserve Carmenere", Anakena, Chile,  Central Valley,Carmenere,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,38.01,2011.0,750.0
150725,"Anakena, Enco Reserve Cabernet Sauvignon", Anakena, Chile,  Central Valley,Cabernet Sauvignon,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38.01,2012.0,750.0
150726,"Anakena, Carmenere", Anakena, Chile,  Rapel Valley,Carmenere,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,26.6,2012.0,750.0
150733,"Bond, Quella",  Bond Estates, U.S.A, California,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY5,TANNIN5,1505.05,2016.0,750.0
150738,"Duckhorn, Decoy Chardonnay ",    Duckhorn Wine Company, U.S.A, California,Chardonnay,White,Table,13~14,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,57.01,2019.0,750.0
150739,Stimson Cabernet Sauvignon,    Ste. Michelle Wine Estates, U.S.A, Washington State,Cabernet Sauvignon,Red,Table,13~14,16~18,SWEET2,ACIDITY4,BODY4,TANNIN4,19.0,2011.0,750.0
150740,Stimson Merlot,    Ste. Michelle Wine Estates, U.S.A, Washington State,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,15.2,2017.0,750.0
150741,Stimson Chardonnay,    Ste. Michelle Wine Estates, U.S.A, Washington State,Chardonnay,White,"Appetizer, Table",13~14,12~14,SWEET1,ACIDITY4,BODY3,TANNIN1,15.2,2017.0,750.0
150749,"Anakena, Ona Assemblage", Anakena, Chile,  Central Valley,Cabernet Sauvignon,Red,Table,14,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,68.41,2011.0,750.0
150751,Dogma Prime Cabernet Sauvignon, Dogma, Chile,  Maule Valley,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET2,ACIDITY4,BODY4,TANNIN2,68.41,2016.0,750.0
150761,Chester Kidder Red Wine,  Long Shadows, U.S.A, Oregon,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,243.24,2017.0,750.0
150762,Poet's Leap Riesling,  Long Shadows, U.S.A, Washington State,Riesling,White,Appetizer,12.5,9~11,SWEET1,ACIDITY4,BODY3,TANNIN1,91.22,2018.0,750.0
150763,"Hudson, Syrah Napa Valle",  Hudson Ranch Vineyard, U.S.A, California,Syrah & Shiraz,Red,Table,14.9,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,266.04,2009.0,750.0
150764,"Hudson Vineyards, Carneros Chardonnay",  Hudson Ranch Vineyard, U.S.A, California,Chardonnay,White,"Appetizer, Table",14~15,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,228.04,2018.0,750.0
150766,"Beringer, Napa Valley Cabernet Sauvignon",  Beringer Vineyards, U.S.A, California,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,136.82,2015.0,750.0
150768,"Beringer, Napa Valley Pinot Noir",  Beringer Vineyards, U.S.A, California,Pinot Noir,Red,Table,14~15,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,98.82,2009.0,750.0
150773,Quinta da Vista Alegre Red,  Vista Alegre, Portugal, Douro,Touriga Nacional,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY4,TANNIN3,45.61,2009.0,750.0
150779,"Domaine Clavel, Bonne Pioche",  Domaine Clavel, France,  Southern France,Syrah & Shiraz,Red,Table,14,16~18,SWEET2,ACIDITY3,BODY3,TANNIN3,38.01,2011.0,750.0
150808,"Calvet, Cotes du Rhone", Calvet, France, Rhone,Syrah & Shiraz,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22.8,2016.0,750.0
150809,"Calvet, Chateauneuf-du-Pape", Calvet, France, Rhone,Grenache,Red,Table,14~15,17~19,SWEET1,ACIDITY4,BODY5,TANNIN4,76.01,2017.0,750.0
150812,"Louis M. Martini, Napa Valley Lot No.1 Cabernet Sauvignon",  Louis M. Martini, U.S.A, California,Cabernet Sauvignon,Red,Table,12.5~13.5,16~19,SWEET1,ACIDITY4,BODY5,TANNIN4,228.04,2009.0,750.0
150842,"Braida, La Monella", (  ) Braida (Giacomo Bologna Braida), Italy, Piemonte,Barbera,Red,Table,14.5,13~15,SWEET1,ACIDITY4,BODY3,TANNIN2,64.61,2017.0,750.0
150843,"Braida, Grappa", (  ) Braida (Giacomo Bologna Braida), Italy, Piemonte,Barbera,Hard,Dessert,44,12~14,SWEET2,ACIDITY1,BODY4,TANNIN1,228.04,2014.0,750.0
150846,Baron Brassonnier,  Sarl Eurovins, France,  Southwest France,Merlot,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,26.6,2012.0,750.0
150848,Chateau Bellevue Cuvee Clos Bellevue,  Chateau Bellevue, France, Bordeaux,Merlot,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,31.17,2008.0,750.0
150854,Chateau Desclau,  Chateau Desclau, France, Bordeaux,Merlot,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,38.01,2012.0,750.0
150857,"Murrieta's, Well Red 'The Spur'",  Murrieta's Well, U.S.A, California,Petite Sirah,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN5,106.42,2016.0,750.0
150858,"Murrieta's, Well White 'The Whip'",  Murrieta's Well, U.S.A, California,Semillon,White,Table,13~14,9~11,SWEET1,ACIDITY3,BODY3,TANNIN1,68.41,2016.0,750.0
150859,"Cavatina, Chianti Classico", Cavatina, Italy, Toscana,Sangiovese,Red,Table,13~14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,34.21,2015.0,750.0
150863,Chianti Colli Fiorentini 'IL CORTILE',   Conte Ferdinando Guicciadini, Italy, Toscana,Sangiovese,Red,Table,13,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,45.61,2009.0,750.0
150866,Ghost Pines Cabernet Sauvignon,  Louis M. Martini, U.S.A, California,Cabernet Sauvignon,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,29.57,2018.0,750.0
150867,Ghost Pines Merlot,  Louis M. Martini, U.S.A, California,Merlot,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,18.93,2015.0,750.0
150868,Ghost Pines Chardonnay,  Louis M. Martini, U.S.A, California,Chardonnay,White,Table,13~14,10~12,SWEET1,ACIDITY4,BODY2,TANNIN1,29.57,2016.0,750.0
150869,Ghost Pines Zinfandel,  Louis M. Martini, U.S.A, California,Zinfandel,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,18.93,2015.0,750.0
150886,"Ricossa, Gavi ", Ricossa, Italy, Piemonte,Cortese,White,Table,12~13,10~12,SWEET1,ACIDITY3,BODY1,TANNIN1,51.31,2014.0,750.0
150889,"Vesevo, Taurasi", Vesevo, Italy, Campania,Aglianico,Red,Table,13~14,16~18,SWEET2,ACIDITY2,BODY5,TANNIN4,123.9,2011.0,750.0
150890,"Ricossa, Moscato d'Asti  ", Ricossa, Italy, Piemonte,Moscato,White,Dessert,5~6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,28.5,2015.0,750.0
150893,"Ricossa, Barbaresco ", Ricossa, Italy, Piemonte,Nebbiolo,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,83.61,2011.0,750.0
150895,"Ricossa, Barbera dAsti", Ricossa, Italy, Piemonte,Barbera,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,41.81,2013.0,750.0
150918,Finest Central Otago Pinot Noir,  Tesco Finest, New Zealand,  South Island,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY2,TANNIN3,37.25,2011.0,750.0
150920,Finest Chateau le Barrail Medoc,  Tesco Finest, France, Bordeaux,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,22.04,2010.0,750.0
150921,Finest Montepulciano d'Abruzzo,  Tesco Finest, Italy, Abruzzo,Montepulciano,Red,Table,14,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,15.96,2011.0,750.0
150922,Finest Chablis Premier Cru,  Tesco Finest, France, Bourgogne,Chardonnay,White,Table,12.5,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,37.25,2009.0,750.0
150923,"Ohau Wines, Woven Stone Sauvignon Blanc",  Ohau Wines, New Zealand,  North Island,Sauvignon blanc,White,Table,12,8~10,SWEET1,ACIDITY3,BODY3,TANNIN1,52.45,2018.0,750.0
150925,Avant Chardonnay,  Kendall-Jackson, U.S.A, California,Chardonnay,White,"Appetizer, Table",13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,24.32,2012.0,750.0
150926,Avant  Cabernet Sauvignon,  Kendall-Jackson, U.S.A, California,Cabernet Sauvignon,Red,Table,13,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,24.32,2011.0,750.0
150927,"Cantina Colli Euganei, Manzoni Moscato ",    Cantina Colli Euganei, Italy, Veneto,Manzoni Moscato,Sparkling,"Appetizer, Dessert",6,6~8,SWEET4,ACIDITY2,BODY2,TANNIN1,25.84,2014.0,750.0
150929,Domaine Tour Saint Michel Cuvee du Lion,      Domaine Tour Saint Michel, France, Rhone,Grenache,Red,Table,15,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,98.06,2012.0,750.0
150931,"Romain Duvernay, Cotes Du Rhone Rouge     ",    Romain Duvernay, France, Rhone,Grenache,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,32.69,2017.0,750.0
150932,"Romain Duvernay, Cotes Du Rhone Vieilles Vignes ",    Romain Duvernay, France, Rhone,Grenache,Red,Table,13.5,16~18,SWEET1,ACIDITY2,BODY4,TANNIN4,51.69,2016.0,750.0
150934,"Romain Duvernay, Cotes Du Rhone Villages Plan De Dieu",    Romain Duvernay, France, Rhone,Grenache,Red,Table,14.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,38.01,2011.0,750.0
150935,"Romain Duvernay, Vacqueyras",    Romain Duvernay, France, Rhone,Grenache,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,54.73,2011.0,750.0
150936,"Romain Duvernay, Crozes Hermitage",    Romain Duvernay, France, Rhone,Syrah & Shiraz,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,53.21,2010.0,750.0
150937,"Romain Duvernay, Hermitage",    Romain Duvernay, France, Rhone,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,108.7,2009.0,750.0
150938,"Romain Duvernay, Condrieu     ",    Romain Duvernay, France, Rhone,Viognier,White,Table,13.5,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,100.34,2010.0,750.0
150939,"Grgich Hills, Napa Valley Cabernet Sauvignon ",   Grgich Hills Estate, U.S.A, California,Cabernet Sauvignon,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,159.63,2016.0,750.0
150940,"Grgich Hills, Napa Valley Chardonnay ",   Grgich Hills Estate, U.S.A, California,Chardonnay,White,Table,14.4,10~12,SWEET1,ACIDITY3,BODY4,TANNIN1,102.62,2018.0,750.0
150944,Aimery Cremant de Limoux,  ( ) Sieur d'Arques, France,  Southern France,Chardonnay,Sparkling,Appetizer,12,7~9,SWEET1,ACIDITY4,BODY3,TANNIN1,32.69,2010.0,750.0
150947,Ter Vinum Rosso, Foffani, Italy,   Friuli Venezia Giulia,Merlot,Red,Table,12.5,15~17,SWEET1,ACIDITY3,BODY3,TANNIN3,28.12,2006.0,750.0
150948,Ter Vinum Merlot Bianco, Foffani, Italy,   Friuli Venezia Giulia,Merlot,White,Table,13,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,28.12,2013.0,750.0
150949,Beso de Vino Old Vine Garnacha,   S A Grandes Vino Vinedos S A, Spain, Carinena,Garnacha,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,16.72,2011.0,750.0
150950,Beso de Vino Seleccion,   S A Grandes Vino Vinedos S A, Spain, Carinena,Syrah & Shiraz,Red,Table,13.5,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,16.72,2011.0,750.0
150953,"Cevico, Galassi Sangiovese di Romagna Superiore", Cevico, Italy,  Emilia-Romagna,Sangiovese,Red,Table,12~13,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,28.12,2012.0,750.0
150955,"Santa Helena, Vernus Blend ",  Santa Helena (Vina Santa Helena), Chile,  Maipo Valley,Cabernet Sauvignon,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,45.61,2013.0,750.0
150956,"Santa Helena, Vernus Cabernet Sauvignon",  Santa Helena (Vina Santa Helena), Chile,  Rapel Valley,Cabernet Sauvignon,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,38.01,2013.0,750.0
150957,"Santa Helena, Vernus Syrah",  Santa Helena (Vina Santa Helena), Chile, Aconcagua,Syrah & Shiraz,Red,Table,15,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,41.81,2012.0,750.0
150966,Haha Marlborough Pinot Noir,  Haha Winery, New Zealand,  South Island,Pinot Noir,Red,Table,13~14,15~17,SWEET2,ACIDITY5,BODY3,TANNIN3,49.41,2014.0,750.0
150967,Haha Marlborough Sauvignon Blanc,  Haha Winery, New Zealand,  South Island,Sauvignon blanc,White,Table,13~14,10~12,SWEET1,ACIDITY5,BODY3,TANNIN1,34.21,2016.0,750.0
150971,"Valentin Bianchi, Leo Malbec",  Valentin Bianchi, Argentina, Mendoza,Malbec,Red,Table,13.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,38.01,2014.0,750.0
150972,"Valentin Bianchi, Leo Premium Malbec",  Valentin Bianchi, Argentina, Mendoza,Malbec,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,76.01,2013.0,750.0
150973,"Valentin Bianchi, Leo Torrontes",  Valentin Bianchi, Argentina, Mendoza,Torrontes,White,Table,12.5,10~12,SWEET2,ACIDITY3,BODY3,TANNIN1,34.21,2011.0,750.0
150978,"Piccini, Tegole Rosso", Piccini, Italy, Toscana,Sangiovese,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,19.0,2007.0,750.0
150979,"Piccini, Sasso Al Poggio", Piccini, Italy, Toscana,Sangiovese,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,29.64,2012.0,750.0
150981,"Le Plan, Classic",  LePlan Vermeersch, France, Rhone,Grenache,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,26.6,2013.0,750.0
150987,"Le Plan, GT-1",  LePlan Vermeersch, France, Rhone,Grenache,Red,Table,15,15~17,SWEET1,ACIDITY3,BODY5,TANNIN4,152.03,2012.0,750.0
150992,"Errazuriz, Estate Carmenere",  Vina Errazuriz, Chile, Aconcagua,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,16.72,2013.0,750.0
150993,"Errazuriz, Max Reserva Carmenere ",  Vina Errazuriz, Chile, Aconcagua,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN4,33.45,2015.0,750.0
150994,"Errazuriz, The Blend Carmenere Syrah Petit Verdot",  Vina Errazuriz, Chile, Aconcagua,Carmenere,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN4,114.02,2009.0,750.0
150995,"Errazuriz, Single Vineyard Carmenere",  Vina Errazuriz, Chile, Aconcagua,Carmenere,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,57.01,2012.0,750.0
150996,Errazuriz Single Vineyard Sauvignon Blanc,  Vina Errazuriz, Chile, Aconcagua,Sauvignon blanc,White,Table,14,8~10,SWEET1,ACIDITY4,BODY2,TANNIN1,57.01,2013.0,750.0
151015,"I Balzini, Brown Label",  I Balzini, Italy, Toscana,Blend,Hard,Table,43,15~17,SWEET1,ACIDITY1,BODY4,TANNIN1,111.74,2006.0,375.0
151016,"I Balzini, Black Label",  I Balzini, Italy, Toscana,Cabernet Sauvignon,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN5,182.43,2005.0,750.0
151017,Corte Parnaso,    Terre del Parnaso, Italy, Sicilia,Nero d'Avola,Red,Table,13.5,15~17,SWEET1,ACIDITY3,BODY4,TANNIN3,66.13,2009.0,750.0
151018,Lamacia Bianco, Tenimenti Association, Italy,   Friuli Venezia Giulia,Sauvignon blanc,White,Table,12,10~12,SWEET2,ACIDITY3,BODY2,TANNIN1,19.0,2011.0,750.0
151019,Lamacia Rosso, Tenimenti Association, Italy,   Friuli Venezia Giulia,Merlot,Red,Table,12,15~17,SWEET2,ACIDITY3,BODY3,TANNIN3,19.0,2010.0,750.0
151023,"Ghione Anna, Moscato dAsti Piccole Gioie",  Ghione Anna, Italy, Piemonte,Moscato,White,"Appetizer, Dessert",5,7~9,SWEET4,ACIDITY2,BODY2,TANNIN1,36.49,2010.0,750.0
151027,"Chateau Beauchene, Cotes du Rhone 'Le Pavillon'",  Chateau Beauchene, France, Rhone,Grenache,Red,Table,13~14,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,31.93,2018.0,750.0
151028,"Chateau Beauchene, Cotes du Rhone Premier Terroir",  Chateau Beauchene, France, Rhone,Grenache,Red,Table,13~14,15~17,SWEET1,ACIDITY3,BODY4,TANNIN4,48.65,2017.0,750.0
151029,"Chateau Beauchene, Chateauneuf-du-Pape Grande Reserve",  Chateau Beauchene, France, Rhone,Grenache,Red,Table,14~15,16~18,SWEET1,ACIDITY3,BODY5,TANNIN4,105.66,2016.0,750.0
151035,"Kendermann, Black Tower Riesling"," Kendermann (Reh Kendermann, Kendermanns)", Germany, Rheinhessen,Riesling,White,"Table, Dessert",10,8~10,SWEET3,ACIDITY5,BODY2,TANNIN1,18.24,2011.0,750.0
151036,Mukuzani, Tbilvino, Georgia, Kakheti,Saperavi,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,27.36,2008.0,750.0
151037,Saperavi, Tbilvino, Georgia, Kakheti,Saperavi,Red,Table,12,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,22.8,2011.0,750.0
151038,Tsinandali, Tbilvino, Georgia, Kakheti,Rkatsiteli,White,Table,12.5,10~12,SWEET2,ACIDITY2,BODY3,TANNIN1,19.76,2011.0,750.0
151043,Big House Red, Big House, U.S.A, California,Syrah & Shiraz,Red,Table,13,16~18,SWEET2,ACIDITY3,BODY3,TANNIN2,26.6,2013.0,750.0
151044,Big House White, Big House, U.S.A, California,Malvasia Bianca,White,"Appetizer, Table",13,10~12,SWEET1,ACIDITY3,BODY3,TANNIN1,26.6,2014.0,750.0
151045,Big House The Usual suspect Cabernet Sauvignon, Big House, U.S.A, California,Cabernet Sauvignon,Red,Table,13,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,26.6,2012.0,750.0
151046,Big House Cardinal Zin, Big House, U.S.A, California,Zinfandel,Red,Table,13~14,16~18,SWEET1,ACIDITY3,BODY3,TANNIN3,26.6,2015.0,750.0
151047,Big House The Birdman Pinot Grigio, Big House, U.S.A, California,Pinot Grigio,White,"Appetizer, Table",13~14,9~11,SWEET2,ACIDITY3,BODY2,TANNIN1,26.6,2012.0,750.0
151056,Castel Buono Sagrantino di Montefalco,   Castel Buono, Italy, Umbria,Sagrantino,Red,Table,14.5,16~18,SWEET1,ACIDITY4,BODY5,TANNIN4,87.41,2006.0,750.0
151057,Castel Buono Montefalco Rosso,   Castel Buono, Italy, Umbria,Sangiovese,Red,Table,13.5,16~18,SWEET1,ACIDITY4,BODY4,TANNIN3,45.61,2008.0,750.0
151058,"Bersano, Gavi del Comune di Gavi",  Bersano Vini, Italy, Piemonte,Cortese,White,"Appetizer, Table",12,10~12,SWEET1,ACIDITY3,BODY2,TANNIN1,31.93,2014.0,750.0
151060,"Domaine Parent, Pommard",  Domaine Parent, France, Bourgogne,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,136.82,2009.0,750.0
151061,"Domaine Parent, Pommard 1er Cru Les Epenots",  Domaine Parent, France, Bourgogne,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,221.2,2010.0,750.0
151062,"Domaine Parent, Pommard 1er Cru Les Chaponnieres",  Domaine Parent, France, Bourgogne,Pinot Noir,Red,Table,13,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,212.84,2009.0,750.0
151063,"Domaine Parent, Volnay 1er Cru Clos des Chenes",  Domaine Parent, France, Bourgogne,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY4,BODY3,TANNIN3,266.04,2009.0,750.0
151065,"Domaine Parent, Corton Les Renardes Grand Cru",  Domaine Parent, France, Bourgogne,Pinot Noir,Red,Table,13.5,15~17,SWEET1,ACIDITY5,BODY4,TANNIN2,258.44,2008.0,750.0
151066,"Domaine Parent, Corton Blanc Grand Cru",  Domaine Parent, France, Bourgogne,Chardonnay,White,"Appetizer, Table",13.5,10~12,SWEET1,ACIDITY4,BODY3,TANNIN1,258.44,2006.0,750.0
151067,"Gulfi, Nerobaronj", Gulfi, Italy, Sicilia,Nero d'Avola,Red,Table,14,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,114.02,2015.0,750.0
151076,"Bisol, Cartizze Valdobbiadene Superiore di Cartizze Dry", Bisol, Italy, Veneto,Glera,Sparkling,Appetizer,11~12,6~8,SWEET1,ACIDITY3,BODY3,TANNIN1,129.22,2017.0,750.0
151077,"Bisol, Crede Valdobbiadene Prosecco Superiore Brut", Bisol, Italy, Veneto,Glera,Sparkling,Appetizer,11~12,7~10,SWEET1,ACIDITY3,BODY3,TANNIN1,68.41,2017.0,750.0
151091,"Masi, Brolo Campofiorin Oro", Masi, Italy, Veneto,Corvina,Red,Table,14,17~19,SWEET1,ACIDITY4,BODY5,TANNIN4,68.41,2014.0,750.0
151095,"Emiliana, Signos De Origen Carmenere",  Vinedos Emiliana, Chile,  Rapel Valley,Carmenere,Red,Table,14.5,16~18,SWEET1,ACIDITY3,BODY4,TANNIN3,60.81,2010.0,750.0
151096,"Emiliana, Signos De Origen Syrah",  Vinedos Emiliana, Chile, Aconcagua,Syrah & Shiraz,Red,Table,14.8,16~18,SWEET1,ACIDITY3,BODY4,TANNIN4,60.81,2010.0,750.0
